OBJECTID,tractce,geoid,intptlat,intptlon,disability_mental,disability_physical,disability_total,gender_female,gender_trans,gender_total,race_eth_origin_african,race_eth_origin_african_america,race_eth_origin_american,race_eth_origin_american_indian,race_eth_origin_armenian,race_eth_origin_api,race_eth_origin_azerbaijani,race_eth_origin_canadian,race_eth_origin_croatian,race_eth_origin_danish,race_eth_origin_ethiopian,race_eth_origin_french,race_eth_origin_german,race_eth_origin_jamaican,race_eth_origin_latino,race_eth_origin_middle_easterne,race_eth_origin_multi_racial,race_eth_origin_nonwhite,race_eth_origin_other,race_eth_origin_portuguese,race_eth_origin_romani_gypsy,race_eth_origin_russian,race_eth_origin_serbian,race_eth_origin_turkish,race_eth_origin_unknown,race_eth_origin_white,race_eth_origin_total,religion_atheist_agnostic,religion_buddhist,religion_catholic,religion_christian,religion_hindu,religion_jehovahs_witness,religion_jewish,religion_mormon_lds,religion_muslim,religion_other,religion_other_christian,religion_protestant,religion_scientologist,religion_sikh,religion_unknown,religion_total,sept11_middle_east_conflict_arm,sept11_middle_east_conflict_dan,sept11_middle_east_conflict_jew,sept11_middle_east_conflict_mid,sept11_middle_east_conflict_mus,sept11_middle_east_conflict_unk,sept11_middle_east_conflict_tot,sexual_orientation_bisexual,sexual_orientation_gay_male,sexual_orientation_heterosexual,sexual_orientation_lesbian,sexual_orientation_lgbt_not_spe,sexual_orientation_total,unknown_total,blank_total,tract_total,SHAPE_Length,SHAPE_Area
1918,535300,06037535300,+33.9615844,-118.2361363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,4,16781.0467104375,11630273.6428611
1919,535603,06037535603,+33.9564949,-118.2236211,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1,,4,15286.440729242,8458968.28968254
1920,551201,06037551201,+33.9280828,-118.1453112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,12891.1870500207,8490008.31181646
1921,551202,06037551202,+33.9245710,-118.1381271,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,15730.8294769699,15081671.4885158
1922,551300,06037551300,+33.9352796,-118.1339117,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16647.2760989347,16471450.9150711
1923,551600,06037551600,+33.9255374,-118.1619504,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15784.6089230639,9826691.9568048
1924,600602,06037600602,+33.9416202,-118.3307594,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,10861.6364976113,7430325.73140898
1925,600702,06037600702,+33.9497147,-118.3335012,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,3,24173.2118130509,26162751.8444687
1926,600801,06037600801,+33.9654794,-118.3221115,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13346.961277135,10452395.7018385
1927,530102,06037530102,+34.0153528,-118.1154765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,15917.5900494787,14231460.3627096
1928,535702,06037535702,+33.9542813,-118.2050283,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,5,13532.5378337059,10491974.1460793
1929,530005,06037530005,+34.0282744,-118.1114296,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30609.9046632117,24598285.6055846
1930,535803,06037535803,+33.9480872,-118.2100618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,3,8613.45335036608,4551608.71760939
1931,535901,06037535901,+33.9462081,-118.1940080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,13206.0204001282,9046374.50306334
1932,536000,06037536000,+33.9548717,-118.1918918,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16164.2070271953,14069887.4365971
1933,535607,06037535607,+33.9419438,-118.2211115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,14535.3221500922,10132673.9278833
1934,540202,06037540202,+33.9338474,-118.2061463,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12574.5422339117,8138975.85437037
1935,536200,06037536200,+33.9202524,-118.1679058,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,4,32279.3058625842,23823931.7660049
1936,540101,06037540101,+33.9310520,-118.1901733,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17413.8345898452,13504799.5476476
1937,540203,06037540203,+33.9275095,-118.2043890,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13117.2633472039,9701045.30847458
1938,551700,06037551700,+33.9172388,-118.1474330,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15848.2957902962,13962882.7315797
1939,601212,06037601212,+33.9558199,-118.3570019,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,4,10124.4865180225,6297809.91234259
1940,551900,06037551900,+33.9105555,-118.1046206,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17317.7196849642,16885159.8320613
1941,552100,06037552100,+33.9054717,-118.0880792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,17538.2241619558,15736279.3506182
1942,552200,06037552200,+33.9087246,-118.0731800,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,4,,,5,22322.3719459517,18191293.4581395
1943,601001,06037601001,+33.9643251,-118.3486875,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,14262.1659860584,9515760.63937232
1944,601211,06037601211,+33.9623830,-118.3577220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,10199.3802998114,6241067.77662929
1945,601302,06037601302,+33.9692983,-118.3644406,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19669.3956270932,13128637.4047093
1946,601401,06037601401,+33.9590575,-118.3700611,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18287.0669764116,16933194.3845944
1947,530400,06037530400,+34.0382967,-118.1545859,,,,,,,,5,,,,1,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,8,18725.9474109739,16601273.2567449
1948,274100,06037274100,+33.9875224,-118.4489221,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,1,,2,,,5,14311.7177035505,6760340.4888591
1949,540300,06037540300,+33.9335726,-118.2196227,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21932.5039876912,16489696.428896
1950,540400,06037540400,+33.9326760,-118.2282402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,8271.51904258669,3656872.28218935
1951,540501,06037540501,+33.9247081,-118.2193041,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,19057.4550505951,15637864.965824
1952,540600,06037540600,+33.9243583,-118.2341162,,,,,4,4,,2,,,,,,,,,,,,,5,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,13,12916.1245532969,10088025.5708369
1953,540800,06037540800,+33.9200981,-118.2555478,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26470.9547193813,21444894.3101919
1954,540901,06037540901,+33.9194635,-118.2717325,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15839.9425876635,12527118.7448365
1955,540902,06037540902,+33.9109785,-118.2718223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,20791.9962194808,27085463.5271044
1956,273800,06037273800,+33.9927102,-118.4512626,,,,,,,,3,,,,1,,,,,,,,,3,,,,,,,,,,,,7,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,1,,10,16482.2990605358,7982883.83971834
1957,552602,06037552602,+33.8912305,-118.0639397,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16631.8103999677,14798209.8014153
1958,221500,06037221500,+34.0348455,-118.3046372,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,8382.81942982525,4098035.12138337
1959,221710,06037221710,+34.0346983,-118.2876315,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,8106.015673154,3530350.12889047
1960,221900,06037221900,+34.0267694,-118.2895621,,,,,,,,3,,,,1,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,1,,,,,,,1,,,,,,,,,2,,,,2,,,8,10631.1439975642,4410383.76158149
1961,222100,06037222100,+34.0273170,-118.3023777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,10486.772054442,5155227.47730829
1962,222200,06037222200,+34.0309167,-118.3024156,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10532.8445632358,5186781.96118974
1963,222500,06037222500,+34.0218497,-118.3045508,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,,,4,10606.6076163718,7023063.34477759
1964,222700,06037222700,+34.0209197,-118.2856809,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,1,,5,13590.7128230426,8798447.24758382
1965,224010,06037224010,+34.0367636,-118.2658976,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,,6,13900.8247525451,8938257.07758294
1966,224020,06037224020,+34.0304827,-118.2686569,,,,,,,,10,,,,1,,,,,,,,,4,,,1,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,17,15226.2329366022,13264734.18463
1967,234300,06037234300,+34.0073786,-118.3290220,,,,,1,1,1,2,,,,,,,,,,,,,5,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,13,12185.1553297061,9367809.45956585
1968,234600,06037234600,+33.9920177,-118.3275610,,,,,,,1,3,,,,,,,,,,,,1,3,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,12,17840.2050305786,14034822.8722593
1969,265301,06037265301,+34.0710687,-118.4454343,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,3,5,,,12,20495.4870783939,17176805.5465732
1970,238200,06037238200,+33.9634958,-118.2979777,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,4,13886.1109182379,11050838.1736512
1971,265304,06037265304,+34.0677546,-118.4511610,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,4,5886.18108760813,1409868.22824209
1972,265305,06037265305,+34.0626944,-118.4490224,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9994.94156437671,3345535.60793892
1973,237800,06037237800,+33.9709601,-118.2981214,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,13143.564045055,10471227.3021976
1974,238000,06037238000,+33.9472944,-118.3097251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,21142.219726951,17907116.0690517
1975,238100,06037238100,+33.9636280,-118.3111989,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13269.9511649831,10589252.3446654
1976,238310,06037238310,+33.9660436,-118.2861074,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,2,8,,,,,,,1,,,,,,1,,,2,,,,,,,,,,,,,,,,10,9306.82543358869,4274128.4623813
1977,211000,06037211000,+34.0677859,-118.3317418,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,4,,,,,,,,,4,,,,,,,,,,,,,,1,,8,25170.3314796114,28596657.0521158
1978,211120,06037211120,+34.0652365,-118.2877775,,1,1,,,,,5,,,,5,,,,,,,,,3,,,2,,,,,,,,1,16,,,,,,,4,,5,,,,,,,9,,,,,,,,,1,,1,,2,,,28,10530.5311895295,6103849.81730354
1979,211310,06037211310,+34.0709091,-118.2984930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,4998.40395607869,1549413.54478743
1980,211500,06037211500,+34.0724565,-118.3152596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,2,13106.0192424946,9784605.44847585
1981,212204,06037212204,+34.0598252,-118.2865323,,,,,1,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,1,,,,,,,1,,,,,5,,5,,,,,,,,,9,6149.26156825918,2294672.75558618
1982,212304,06037212304,+34.0598538,-118.2979144,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,6305.42567397869,2213842.59851107
1983,212420,06037212420,+34.0560876,-118.3019777,,,,,1,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4956.62921967546,1544109.3679002
1984,224700,06037224700,+34.0262403,-118.2800160,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,3,,,,,,,,,5,,,,5,,,9,10813.4918567124,6843908.37027263
1985,265520,06037265520,+34.0513710,-118.4423976,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,5,13423.1571863365,8258011.88309775
1986,265700,06037265700,+34.0632000,-118.4236856,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,10,,,,,,,,,10,,,,,,,,,1,,,,1,,,13,15243.8231430388,13272662.4522348
1987,267800,06037267800,+34.0395800,-118.4306812,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,7,,,,,,,,,7,,,,,,,,,2,,,,2,1,,13,14894.9121330231,12391142.7733665
1988,267200,06037267200,+34.0456511,-118.4371983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,1,,,6,,,,,,,,,7,,,,,,,,,,,,2,2,,,11,14810.9221494652,12655683.1181844
1989,267600,06037267600,+34.0340912,-118.4524492,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,2,1,,6,15228.3042119129,13664506.8333951
1990,235202,06037235202,+33.9730801,-118.3303760,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,2,,,6,13212.6170633108,9166266.04417608
1991,236000,06037236000,+34.0122748,-118.3623219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31639.3687969437,43287793.8875651
1992,236100,06037236100,+34.0126393,-118.3402131,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,,5,14923.9342500202,12170530.5564848
1993,236202,06037236202,+34.0170719,-118.3530792,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,4,9476.98013335907,4757280.16805054
1994,269800,06037269800,+34.0320450,-118.3968111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,2,12035.2715368967,5027651.89422666
1995,226410,06037226410,+34.0241996,-118.2622815,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7123.36499352983,3040629.92880535
1996,228100,06037228100,+34.0096170,-118.2439607,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15274.7696639512,10799828.7277342
1997,228220,06037228220,+34.0060455,-118.2513193,,,,,3,3,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9102.4923805429,3941934.15301978
1998,228310,06037228310,+34.0113510,-118.2624160,,,,,2,2,,,,,,,,,,,,,,,2,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11254.2576702564,5880551.42626854
1999,228320,06037228320,+34.0078219,-118.2636360,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,10223.8135548083,3627882.02034563
2000,228420,06037228420,+34.0082598,-118.2718914,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7921.09657880815,2985840.19824438
2001,228710,06037228710,+33.9993679,-118.2542903,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9256.84888135475,4357156.30389155
2002,228720,06037228720,+33.9993670,-118.2499406,,,,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9244.66586025837,4350304.9987666
2003,269000,06037269000,+34.0433250,-118.4043050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,11,,,,,,,,,1,,,,1,,,12,30135.8238428404,24700267.8901333
2004,269300,06037269300,+34.0444598,-118.4122005,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,6,20336.6176609943,23772380.6525781
2005,269500,06037269500,+34.0433812,-118.3937878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,2,18057.6999410146,14899364.4103092
2006,269700,06037269700,+34.0363360,-118.3871530,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,7,14772.7968504255,9661690.40960889
2007,228800,06037228800,+33.9992469,-118.2432565,,,,,,,,2,,,,,,,,,,,,,4,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,11,12361.1824283789,9090038.06018213
2008,237710,06037237710,+33.9726959,-118.2861364,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9397.90901525515,4653115.33199328
2009,240700,06037240700,+33.9470153,-118.2593919,,1,1,,3,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,3,,,10,15031.6461232876,12857907.5706777
2010,240800,06037240800,+33.9397052,-118.2618930,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13530.582867624,6872449.43354631
2011,240900,06037240900,+33.9347980,-118.2605452,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,10,14267.4699669784,11522212.4812786
2012,241110,06037241110,+33.9364940,-118.2716976,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10529.9830786973,5238307.22491744
2013,241120,06037241120,+33.9364446,-118.2768362,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,11601.9598916146,7144247.90011072
2014,241400,06037241400,+33.9255825,-118.2755595,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11029.8514452944,6195531.51393178
2015,231100,06037231100,+34.0152478,-118.2765579,,,,,,,,3,,,,1,,,,,,,,,2,,,,,,,,,,,,6,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,8,12919.9545913141,9623608.18648095
2016,231210,06037231210,+34.0145285,-118.2980282,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7922.6447074455,3451788.94858423
2017,231220,06037231220,+34.0145635,-118.2893753,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13177.4646767095,10389154.2119343
2018,262302,06037262302,+34.0751234,-118.4768411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,1,,3,32417.7476017016,32974910.2620963
2019,229200,06037229200,+33.9982715,-118.2608283,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8927.11460836094,4797268.25332641
2020,229300,06037229300,+33.9979135,-118.2706778,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9545.17204139352,5413557.8865494
2021,229410,06037229410,+33.9922359,-118.2695618,,,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9706.99013629617,5838700.42754784
2022,240010,06037240010,+33.9583159,-118.2637832,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,6,12212.8368841106,6334028.80172555
2023,240300,06037240300,+33.9564095,-118.2861229,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,3,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,1,2,,,6,11999.6272676584,8757019.12490012
2024,240500,06037240500,+33.9469270,-118.2756654,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,8,12263.8117917457,8746291.4289529
2025,270200,06037270200,+34.0328855,-118.3797742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,5,,,,,,,,,,,,,,,,5,14331.1939936548,8225812.21963331
2026,270300,06037270300,+34.0399075,-118.3708123,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,3,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,5,13672.0513788107,10511306.6793003
2027,242100,06037242100,+33.9456299,-118.2323662,,,,,1,1,,1,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,5,9051.88850933651,4947449.7447607
2028,271200,06037271200,+34.0313918,-118.4420025,,,,,1,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,5,13688.4966818095,5645328.39741722
2029,271300,06037271300,+34.0259651,-118.4413459,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,2,,,,,,,,,2,,,,2,,,5,19362.7557488996,15742696.8250192
2030,271400,06037271400,+34.0100779,-118.4473997,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,3,14507.9322443687,12368283.9020051
2031,231900,06037231900,+33.9997716,-118.2773419,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,3,10087.4795164533,6123051.69687515
2032,232110,06037232110,+33.9994947,-118.2893178,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,3,,,4,8787.834136781,4090675.07727068
2033,232200,06037232200,+34.0017243,-118.2978735,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,6,10868.6418332075,5629115.33759756
2034,242700,06037242700,+33.9363535,-118.2426485,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14365.6502740864,10928154.0046289
2035,242200,06037242200,+33.9486636,-118.2391843,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,3,12926.529574084,8753872.40737929
2036,243100,06037243100,+33.9327963,-118.2350934,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,10679.2861531121,6534175.68371136
