OBJECTID,tractce,geoid,intptlat,intptlon,disability_mental,disability_physical,disability_total,gender_female,gender_trans,gender_total,race_eth_origin_african,race_eth_origin_african_america,race_eth_origin_american,race_eth_origin_american_indian,race_eth_origin_armenian,race_eth_origin_api,race_eth_origin_azerbaijani,race_eth_origin_canadian,race_eth_origin_croatian,race_eth_origin_danish,race_eth_origin_ethiopian,race_eth_origin_french,race_eth_origin_german,race_eth_origin_jamaican,race_eth_origin_latino,race_eth_origin_middle_easterne,race_eth_origin_multi_racial,race_eth_origin_nonwhite,race_eth_origin_other,race_eth_origin_portuguese,race_eth_origin_romani_gypsy,race_eth_origin_russian,race_eth_origin_serbian,race_eth_origin_turkish,race_eth_origin_unknown,race_eth_origin_white,race_eth_origin_total,religion_atheist_agnostic,religion_buddhist,religion_catholic,religion_christian,religion_hindu,religion_jehovahs_witness,religion_jewish,religion_mormon_lds,religion_muslim,religion_other,religion_other_christian,religion_protestant,religion_scientologist,religion_sikh,religion_unknown,religion_total,sept11_middle_east_conflict_arm,sept11_middle_east_conflict_dan,sept11_middle_east_conflict_jew,sept11_middle_east_conflict_mid,sept11_middle_east_conflict_mus,sept11_middle_east_conflict_unk,sept11_middle_east_conflict_tot,sexual_orientation_bisexual,sexual_orientation_gay_male,sexual_orientation_heterosexual,sexual_orientation_lesbian,sexual_orientation_lgbt_not_spe,sexual_orientation_total,unknown_total,blank_total,tract_total,SHAPE_Length,SHAPE_Area
101,462302,06037462302,+34.1490512,-118.1268020,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,2,,,,,,,,,,,,,,,,3,11249.3392479867,7544740.25733675
102,463602,06037463602,+34.1408046,-118.1458929,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12758.1960596541,9984033.72165113
103,554513,06037554513,+33.8836144,-118.0681121,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10491.8255718181,6101690.92945816
104,262200,06037262200,+34.1017341,-118.4698062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,52227.5225686151,92227671.0239132
105,297110,06037297110,+33.7346618,-118.2841870,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,3,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,2,,,6,9163.59606945181,5248010.81397424
106,433305,06037433305,+34.0702955,-118.0127154,,,,,1,1,,4,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12378.720393957,5510063.35004005
107,603102,06037603102,+33.8771829,-118.2952310,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,11372.6907088152,8027763.22881119
108,620521,06037620521,+33.8764820,-118.3656204,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,1,,,4,10531.0130717349,6934763.33659682
109,670702,06037670702,+33.7548021,-118.3294037,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,5,61528.8301227727,73120052.5949074
110,900701,06037900701,+34.6819687,-118.1408100,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19147.7042792331,22535922.3338872
111,920032,06037920032,+34.4591733,-118.4642303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,53707.1968976309,132564961.54882
112,920104,06037920104,+34.5728918,-118.7433220,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,230799.483725186,1703614352.34603
113,269907,06037269907,+34.0280469,-118.4067099,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,2,,,,,,,,,1,,,,1,,,4,7628.81905650722,2979392.00490469
114,141201,06037141201,+34.1519021,-118.4426826,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,3,,,,3,,,6,12115.1534880663,7545633.40379716
115,183520,06037183520,+34.1109412,-118.2015849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9181.87254041191,4603630.95201056
116,404503,06037404503,+34.1105983,-117.9120723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10733.0288484757,7069241.47798737
117,404903,06037404903,+34.0875933,-117.9726977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10537.5695153335,5870169.23093941
118,194102,06037194102,+34.1166590,-118.3650891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38288.1554985386,37710234.8747372
119,920011,06037920011,+34.5455874,-118.4200953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248313.171390335,1757337521.16328
120,920012,06037920012,+34.5927112,-118.3492785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167395.310549519,778144860.564833
121,213202,06037213202,+34.0490294,-118.3045035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141.43572855069,3637318.75770844
122,294520,06037294520,+33.7868323,-118.2658196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9527.66446368581,5211211.27292767
123,573202,06037573202,+33.7934864,-118.1850191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10572.6479394818,6987055.92959459
124,554511,06037554511,+33.8797293,-118.0389061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19917.5700284448,25458078.866094
125,192420,06037192420,+34.0798801,-118.3113323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7935.45350963746,3497166.16203435
126,302302,06037302302,+34.1403264,-118.2617830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12078.2345881968,6813634.22833209
127,408624,06037408624,+33.9934261,-117.9490627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438.7825164915,14821270.2893841
128,137301,06037137301,+34.1762530,-118.6340417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20267.8726127063,17325461.9260037
129,190520,06037190520,+34.0999328,-118.3038048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6612.05771196989,2625881.61399937
130,294421,06037294421,+33.7902748,-118.2975505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16413.8251891773,7247758.88480053
131,573601,06037573601,+33.8270219,-118.1316188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32332.8378554691,40117922.0988844
132,651302,06037651302,+33.8068026,-118.3712105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31462.7405256897,25779205.2153031
133,571600,06037571600,+33.8498715,-118.1813827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9709.99117722238,3110452.62274183
134,408139,06037408139,+34.0123230,-117.9134004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13065.449491367,8450866.00492015
135,554103,06037554103,+33.8996980,-118.1201748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8807.57793249343,3967512.81999448
136,503301,06037503301,+33.9480802,-118.0151414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14413.6207871482,11748009.0483096
137,575802,06037575802,+33.7789620,-118.1972070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7901.9356559852,3454989.84476866
138,570303,06037570303,+33.8596484,-118.1925812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11564.9582276324,6631187.67740611
139,533702,06037533702,+33.9835573,-118.1827053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7593.08622802197,3488535.83781202
140,480902,06037480902,+34.0802793,-118.1390208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11519.6772459657,5608197.61160606
141,189400,06037189400,+34.1200812,-118.3211428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29227.4157560926,15572866.810998
142,291120,06037291120,+33.9127920,-118.2869267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10995.4305075285,7550919.82624177
143,261102,06037261102,+34.1131995,-118.4248436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56904.444617949,85597975.5838567
144,430901,06037430901,+34.1416432,-118.0114568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14932.6049618909,12533248.1467179
145,542103,06037542103,+33.9012219,-118.1964930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11371.5420548065,6150117.53293444
146,910811,06037910811,+34.4085486,-118.1235922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477860.509413159,3485644093.92055
147,533502,06037533502,+33.9850347,-118.1948545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6451.91531919889,2521318.2959481
148,541606,06037541606,+33.8997715,-118.2182950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8096.70647494251,3669628.63707928
149,408623,06037408623,+33.9952944,-117.9376426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13101.8262035131,10265121.233502
150,910810,06037910810,+34.4595477,-118.3532786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72142.1809588429,256559857.438987
151,920303,06037920303,+34.3160081,-118.6106718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137201.018057318,554874426.364703
152,115401,06037115401,+34.2248079,-118.5151269,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,20433.094250902,20505497.2649786
153,137000,06037137000,+34.1661153,-118.6402345,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,3,,1,,,,,,,4,,,,,,,,,3,,1,,4,1,,13,32738.1273136651,32399366.9984626
154,300200,06037300200,+34.2283768,-118.2386852,,,,,,,,1,,,2,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21642.4098094895,20482134.1072189
155,301602,06037301602,+34.1621154,-118.2987272,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,15495.0087817396,10724434.037299
156,301702,06037301702,+34.1511584,-118.2692352,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12263.7714872117,8878490.48843695
157,407101,06037407101,+34.0478649,-117.9723257,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15240.2564435838,12219677.2089823
158,482502,06037482502,+34.0589818,-118.1037641,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10477.0143346378,6895933.97881472
159,800202,06037800202,+34.1150973,-118.6856946,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,3,89207.9036492773,294810947.082723
160,139703,06037139703,+34.1445790,-118.5320785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,41376.8014138163,50898928.279723
161,131300,06037131300,+34.2146599,-118.5229633,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,3,14396.2257332288,12033304.519264
162,109700,06037109700,+34.2619342,-118.4808881,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,17939.9053525616,17079329.3476229
163,910501,06037910501,+34.5802057,-118.1125190,,,,,,,,4,,,,,,,,,,,,,1,1,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,10,16720.8904726665,16107941.2712772
164,571102,06037571102,+33.8359759,-118.1163514,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,3,15652.7927247301,13502735.4283609
165,134305,06037134305,+34.2176340,-118.6016952,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8097.51908169156,3848663.90796009
166,910206,06037910206,+34.5787477,-118.2587531,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,124219.918068307,543280374.876039
167,910804,06037910804,+34.5244096,-118.1943718,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,123756.684566994,701572956.568743
168,401304,06037401304,+34.0880830,-117.8147951,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,71998.7393792288,124694882.026593
169,143902,06037143902,+34.1358007,-118.4214241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,34224.6936839834,27199022.8327725
170,141700,06037141700,+34.1379864,-118.4376485,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,3,31997.5253021008,34917648.0122935
171,270100,06037270100,+34.0273406,-118.3959623,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,13366.3895237228,6156554.10256918
172,401203,06037401203,+34.1119792,-117.8504216,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18844.8639313443,20501499.7388159
173,460000,06037460000,+34.1731013,-118.0859261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,46069.5000790895,72842914.6657322
174,463500,06037463500,+34.1384354,-118.1269577,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,17623.2696984584,18103990.4143532
175,291110,06037291110,+33.9200912,-118.2868209,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11598.826088921,7657287.72737221
176,291130,06037291130,+33.9024424,-118.2871419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,15841.29938063,13902008.9380804
177,293304,06037293304,+33.7926172,-118.3043149,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9931.99166224336,6130718.86995857
178,294510,06037294510,+33.7865877,-118.2716940,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9841.6809854027,5578850.22575114
179,296300,06037296300,+33.7545886,-118.3012745,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,17040.1132518624,11439696.0249876
180,460302,06037460302,+34.1943756,-118.1576946,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17612.9180538969,14108094.843614
181,297500,06037297500,+33.7107078,-118.3025064,,,,,,,,3,,,,1,,,,,,,,,1,,,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,28276.0821630437,45788101.4510653
182,408133,06037408133,+34.0241796,-117.9093406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,2,18412.2349188258,11379425.8448431
183,800408,06037800408,+34.0246617,-118.8092195,,,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,1,,,10,93376.5676376793,230261035.387333
184,800326,06037800326,+34.1235194,-118.8123733,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,2,,,,,,,,,3,,,,,,,,,,,,,,2,,6,123085.878163427,453164513.580979
185,800329,06037800329,+34.1211089,-118.7391728,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,1,,5,84900.6510546144,243027471.621205
186,800330,06037800330,+34.0875392,-118.7387566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,122547.327035294,306347634.057108
187,530006,06037530006,+34.0200190,-118.1126395,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13236.9881662104,7110648.26588719
188,143700,06037143700,+34.1289685,-118.3568111,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,37430.318664375,35337508.3371152
189,181300,06037181300,+34.1360845,-118.2236529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,2,21488.6059287587,15487827.0955461
190,117530,06037117530,+34.2264373,-118.4643776,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,9950.7604449906,5993764.56201679
191,234902,06037234902,+33.9822575,-118.3340918,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,3,9961.99756161397,4819302.62128936
192,236203,06037236203,+34.0184551,-118.3467705,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,10831.8530296014,3652628.94971279
193,119340,06037119340,+34.2336090,-118.4519009,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4632.27868164021,1314702.02310258
194,237401,06037237401,+33.9784675,-118.2948084,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9560.84363432679,5555453.76757437
195,239501,06037239501,+33.9729857,-118.2628927,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10575.5848559965,5104495.24609343
196,600304,06037600304,+33.9353608,-118.2940128,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9662.2402888702,4798305.86038669
197,104810,06037104810,+34.2502996,-118.4111792,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14242.1699822305,12090762.5026913
198,125100,06037125100,+34.1648811,-118.3921251,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,1,,,,,,,,,3,,,,3,,,7,15859.4907088534,13977985.2381791
199,127520,06037127520,+34.2184163,-118.4697511,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7988.03729757942,3914727.63498061
200,407601,06037407601,+34.0384097,-117.9461731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,11715.9665007745,8408716.36393337
201,111400,06037111400,+34.2578116,-118.4961820,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,4,18135.2996770906,19502863.3961112
202,113212,06037113212,+34.2606831,-118.6024264,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,3,14207.1399019637,10747373.6408418
203,128910,06037128910,+34.1616765,-118.4585185,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,3,17404.4220380004,14388227.7651609
204,131100,06037131100,+34.2146244,-118.5056231,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14177.7720510504,11859136.4137143
205,190801,06037190801,+34.0943767,-118.3244586,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,2,,,5,7925.32966220571,3489474.25101941
206,207302,06037207302,+34.0475503,-118.2477258,,,,,3,3,,4,,,,,,,,,,,,,1,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,8,,,17,8248.64599341301,2757154.87394224
207,433401,06037433401,+34.0596017,-118.0426123,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10149.5139870501,5425933.65832769
208,272100,06037272100,+34.0037101,-118.4422881,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,1,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,5,14819.199932457,12909180.8722425
209,575300,06037575300,+33.7862258,-118.1850264,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,2,,,,2,,,4,10568.6410237397,6976564.24156817
210,406102,06037406102,+34.0814770,-117.8892621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,18747.0402543771,17723099.7853443
211,261101,06037261101,+34.1161075,-118.4011401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,63928.6670766712,71881039.4275508
212,554001,06037554001,+33.8990638,-118.1322329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,16116.5887962685,11655206.3882715
213,209403,06037209403,+34.0531328,-118.2738446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,4882.44345036934,1487555.58807659
214,212203,06037212203,+34.0597622,-118.2903562,,1,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4500.8128574006,1144354.08103756
215,433901,06037433901,+34.0587041,-118.0200912,,,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11249.3602789082,7759901.59960493
216,194200,06037194200,+34.1035086,-118.3749964,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,3,29548.083770113,28019872.2103579
217,139303,06037139303,+34.1762843,-118.5333072,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,3,9039.50143596545,4472901.07945635
218,123410,06037123410,+34.1972397,-118.4219865,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,9501.50657660776,5350547.04813792
219,117510,06037117510,+34.2336780,-118.4621483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,8181.30606053811,3606833.3207774
220,541700,06037541700,+33.9170526,-118.2033535,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17540.8755363269,15074054.5210204
221,310702,06037310702,+34.1811419,-118.3067629,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,7,13525.4682397277,11324656.4668396
222,620601,06037620601,+33.8695960,-118.3619491,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,9,20030.3830868617,14704051.01417
